business_id,name,address,city,state,postal_code,stars,review_count,RestaurantsDelivery,RestaurantsTakeOut,BusinessAcceptsCreditCards
kBLMIhzYGoqKm2EK4GME8A,Buffalo Wild Wings,"201 Easton Rd, Ste 118",Warrington,PA,18976,2,163,TRUE,TRUE,TRUE
3dgXlhN2ChBW2Y75OWQ4FQ,Walmart,299 Valley Gate Dr,Warrington,PA,18976,2,37,TRUE,FALSE,TRUE
1hRBDT7ajCL7u73SulUP0g,Dunkin',13 Commerce Drive,Brownsburg,IN,46112,2,42,TRUE,TRUE,TRUE
m98Pb-RE755HFPTr2_wwyw,Dairy Queen Grill & Chill,705 E Main,Brownsburg,IN,46112,2,13,TRUE,TRUE,TRUE
3031rErwJYYpk5IafsrFyw,Subway,1030 E Main St,Brownsburg,IN,46112,2,5,TRUE,TRUE,TRUE
uGoKKkJa8nrC_46reV-ODA,Taco Bell,10611 Gibsonton Drive,Riverview,FL,33569,2,25,TRUE,TRUE,TRUE
uR8Ew5NDKj2ZPVPv-3EYgg,Domino's Pizza,11224 Boyette Rd,Riverview,FL,33569,2,46,TRUE,TRUE,TRUE
AtXi5Q5fNfvr-oZj3Vc_QA,McDonald's,13118 S US Hwy 301,Riverview,FL,33569,2,27,TRUE,TRUE,TRUE
1l5_ojtsLrDwK_VoS8mb8w,Pizza Hut,3829 US Hwy 301 S,Riverview,FL,33569,2,30,TRUE,TRUE,TRUE
EQjXmTa1qjspBe0k4kM0MA,Hungry Howie's Pizza & Subs,9990 US Highway 301 N,Riverview,FL,33569,2,25,TRUE,TRUE,TRUE
jnGP8EdiW2tLFZr-N4E8Ew,Buffalo Wild Wings,13416 Boyette Road,Riverview,FL,33569,2,28,FALSE,TRUE,TRUE
dExbA_Nx9nQF3qSTeydzXg,Westshore Pizza,11643 Boyette Rd,Riverview,FL,33569,2,42,TRUE,TRUE,TRUE
fT0zsA9jwDpzZ0zhdfacyg,Bob Evans,8350 Windfall Ln,Camby,IN,46113,2,22,TRUE,TRUE,TRUE
GVzGNqMCzmKK_F6nFJIQiw,Dunkin',"7015 S. Kentucky Ave, Ste 112",Indianapolis,IN,46113,2,27,TRUE,TRUE,TRUE
B3CY2NVEFySzbyhW9YuxQg,Taco Bell,10850 Windfall Place,Camby,IN,46113,2,16,TRUE,TRUE,TRUE
q8V54eD6L6WOTrYs9mp87g,Wendy's,8229 Windfall Lane,Camby,IN,46113,2,12,TRUE,TRUE,TRUE
coBMIDJvLpiOCQhu3uM4MA,McDonald's,5001 S Tamiami Trl,Ruskin,FL,33570,2,33,TRUE,TRUE,TRUE
cwvpVlg5BE2XXRWTHe3p9w,McDonald's,3110 Sr 674,Sun City Center,FL,33570,2,24,TRUE,TRUE,TRUE
-Pd_tj2g-SGmOeVy718PPA,Pizza Hut,1926 Richardson Rd,Arnold,MO,63010,2,18,TRUE,TRUE,TRUE
J8yQM9YWKWLyeadqUgU8zg,CVS Pharmacy,2120 Lone Star Dr,Arnold,MO,63010,2,12,TRUE,FALSE,TRUE
YcoTKWgrkAW_fuU6MgIfdA,Burger King,3600 W Outer Rd,Arnold,MO,63010,2,10,TRUE,TRUE,TRUE
yZuXTdOmCu5rnvQJznTv7Q,Dylan's Sports Bar & Grill,675 Jeffco Blvd,Arnold,MO,63010,2,25,FALSE,TRUE,TRUE
DmZW1349xXN4ye2VcRNrMw,Walgreens,3937 Vogel Rd,Arnold,MO,63010,2,9,FALSE,TRUE,TRUE
1B59ZyvK_n4E1egxquDO1Q,Captain D's,830 Jeffco Blvd,Arnold,MO,63010,2,13,TRUE,TRUE,TRUE
nzR-JqAoZ-tWT5IKJVb8Xg,Lee's Hoagie House,614 York Rd,Warminster,PA,18979,2,17,TRUE,TRUE,TRUE
oqZrIL_hCfWKrbETRVmvlQ,Dunkin',13721 Manchester Rd,Ballwin,MO,63011,2,49,TRUE,TRUE,TRUE
7maX9XE-iMlelyr5B7YyHg,Bob’s Discount Furniture and Mattress Store,14250 Manchester Rd,Manchester,MO,63011,2,58,FALSE,TRUE,TRUE
SdBwTVHusv8W_7HfbdkJnw,Wendy's,14799 Manchester Rd.,Ballwin,MO,63011,2,21,TRUE,TRUE,TRUE
X4W8t6QT8FBr0oGfR90QiA,Burger King,14124 Manchester Rd,Ballwin,MO,63011,2,39,TRUE,FALSE,TRUE
Msu6Qp1Tf38l_bGIBKk-Fw,Walgreens,14529 Manchester Rd,Manchester,MO,63011,2,5,FALSE,TRUE,TRUE
KfWCXtyaE7CzQaEhq4_csQ,St. Louis Bread,14560 Manchester Rd,Ballwin,MO,63011,2,42,TRUE,TRUE,TRUE
c44aUUU2te9GPcSLpRw0Xg,Taco Bell,13775 Manchester Rd,Ballwin,MO,63011,2,21,TRUE,TRUE,TRUE
VCL5PnBmNCT1PzPuWLuMNQ,CVS Pharmacy,6202 US Highway 41 North,Apollo Beach,FL,33572,2,26,TRUE,FALSE,TRUE
S2dmZ6w7ybyEVPK1LuouNg,Wild N Smokey Bbq,6032 N US Hwy 41,Apollo Beach,FL,33572,2,6,TRUE,TRUE,TRUE
pNcAnMQlDHDgTwUmlpYcQw,Burger King,5024 N US Hwy 41,Apollo Beach,FL,33572,2,19,FALSE,FALSE,TRUE
BJpgGfoeIRGqUl7dDeflvw,Papa John's Pizza,5034 North Us Hwy 41,Apollo Beach,FL,33572,2,9,TRUE,TRUE,TRUE
s7rfmZjuVKGiGZYHIwKmoQ,Walgreens,705 N Pebble Beach Blvd,Sun City Center,FL,33573,2,17,TRUE,TRUE,TRUE
aafJCGMtdKpKNtnd-YJpQw,CVS Pharmacy,105 Pebble Beach Blvd,Sun City Center,FL,33573,2,8,TRUE,FALSE,TRUE
oWERoQyUODkCWhsVgKS1jw,Burger King,3890 Sun City Center Blvd,Ruskin,FL,33573,2,19,TRUE,FALSE,TRUE
zSMJRrEwWPq9y7QkaA7R5Q,Wendy's,3725 Sun City Center Blvd,Ruskin,FL,33573,2,40,TRUE,TRUE,TRUE
B9P6PXF-56hEoX4hO-i0aw,AT&T Store,"3846 Sun City Center Blvd, Ste 101",Ruskin,FL,33573,2,7,FALSE,TRUE,TRUE
oLV14RPXy_gCS9gvlAofSg,McDonald's,101 Lamp And Lantern Vlg,Chesterfield,MO,63017,2,39,TRUE,TRUE,TRUE
X7zr5zP60L1xaX3NKeVknA,Wendy's,10921 Bloomingdale Ave,Riverview,FL,33578,2,18,TRUE,TRUE,TRUE
5DAFsDeeALSlYu7gyRXmSA,Walmart Neighborhood Market,10327 Big Bend Rd,Riverview,FL,33578,2,20,TRUE,FALSE,TRUE
Q3ZmeBnP96bqbxevkOT7Nw,Burger King,10395 Big Bend Rd,Riverview,FL,33578,2,25,TRUE,FALSE,TRUE
74090GuFOMsOy7UoCMg1Tw,Goodyear Auto Service,13360 US 301,Riverview,FL,33578,2,25,FALSE,TRUE,TRUE
7RinFVNZHfVbXofpeO0cjA,Dunkin',3872 US Highway 301 S,Riverview,FL,33578,2,20,TRUE,TRUE,TRUE
X9R0NTHRMEcXngpLmor4uw,KFC,7007 US 301 S,Riverview,FL,33578,2,23,TRUE,TRUE,TRUE
q-dcHGK0ur8O2F9AI_0Ilg,Dunkin',13135 US Highway 301 S,Riverview,FL,33578,2,32,TRUE,TRUE,TRUE
e8TtxDPS7xM7RAMG178WnA,Steak ’n Shake,10131 Bloomingdale Ave,Riverview,FL,33578,2,91,TRUE,TRUE,TRUE
vASuBvl4tCXot56g4U9_Hg,Walgreens,10427 Big Bend Rd,Riverview,FL,33578,2,27,FALSE,TRUE,TRUE
tROylgBBPdyq1HB9mObFPg,Walgreens,10624 Gibsonton Dr,Riverview,FL,33578,2,11,FALSE,TRUE,TRUE
